,fecha,origen,destino,periodo,distancia,viajes
2778887,20200628,2807905,2807901,14,002-005,14.586
2778888,20200628,2807905,2807901,14,005-010,34.036
2778889,20200628,2807905,2807901,15,002-005,34.035
2778890,20200628,2807905,2807901,15,005-010,34.035
2778891,20200628,2807905,2807901,16,002-005,19.448
2778892,20200628,2807905,2807901,16,005-010,19.449
2778893,20200628,2807905,2807901,17,002-005,19.448
2778894,20200628,2807905,2807901,17,005-010,9.724
2778895,20200628,2807905,2807901,18,002-005,38.898
2778896,20200628,2807905,2807901,18,005-010,14.586
2778897,20200628,2807905,2807901,19,002-005,34.036
2778898,20200628,2807905,2807901,19,005-010,14.586
2778899,20200628,2807905,2807901,20,002-005,14.586
2778900,20200628,2807905,2807901,20,005-010,19.449
2778901,20200628,2807905,2807901,21,002-005,14.587
2778902,20200628,2807905,2807901,21,005-010,4.862
2778903,20200628,2807905,2807901,22,002-005,38.898
2778904,20200628,2807905,2807901,22,005-010,19.449
2778905,20200628,2807905,2807901,23,002-005,14.587
2778906,20200628,2807905,2807901,23,005-010,9.724
2778907,20200628,2807905,2807901,18,002-005,7.496
2778908,20200628,2807905,2807901,17,005-010,5.257
2778909,20200628,2807905,2807901,15,002-005,5.742
2778910,20200628,2807905,2807901,2,005-010,5.904
2778911,20200628,2807905,2807901,4,002-005,5.891
2778912,20200628,2807905,2807901,11,002-005,5.891
2778914,20200628,2807905,2807901,19,002-005,5.904
2778915,20200628,2807905,2807901,21,002-005,8.629
2778916,20200628,2807905,2807901,22,002-005,10.461
2778917,20200628,2807905,2807901,23,002-005,5.471
2778918,20200628,2807905,2807901,6,002-005,10.03
2778919,20200628,2807905,2807901,9,002-005,4.462
2778920,20200628,2807905,2807901,15,002-005,3.857
2778921,20200628,2807905,2807901,17,002-005,5.461
2778922,20200628,2807905,2807901,17,002-005,11.025
2778923,20200628,2807905,2807901,18,002-005,4.392
2778924,20200628,2807905,2807901,0,002-005,58.169
2778925,20200628,2807905,2807901,0,005-010,41.679
2778926,20200628,2807905,2807901,1,002-005,37.594
2778927,20200628,2807905,2807901,1,005-010,36.397
2778928,20200628,2807905,2807901,2,002-005,27.717
2778929,20200628,2807905,2807901,2,005-010,12.826
2778930,20200628,2807905,2807901,3,002-005,21.513
2778931,20200628,2807905,2807901,3,005-010,11.316
2778932,20200628,2807905,2807901,4,002-005,12.0
2778933,20200628,2807905,2807901,5,002-005,24.299
2778934,20200628,2807905,2807901,6,002-005,8.055
2778935,20200628,2807905,2807901,6,005-010,5.987
2778936,20200628,2807905,2807901,7,002-005,11.238
2778937,20200628,2807905,2807901,7,005-010,17.488
2778938,20200628,2807905,2807901,8,002-005,24.012
2778939,20200628,2807905,2807901,8,005-010,26.364
2778940,20200628,2807905,2807901,9,002-005,29.578
2778941,20200628,2807905,2807901,9,005-010,17.938
2778942,20200628,2807905,2807901,10,002-005,43.148
2778943,20200628,2807905,2807901,10,005-010,68.017
2778944,20200628,2807905,2807901,11,002-005,76.658
2778945,20200628,2807905,2807901,11,005-010,34.304
2778947,20200628,2807905,2807901,12,002-005,97.618
2778948,20200628,2807905,2807901,12,005-010,57.677
2778949,20200628,2807905,2807901,13,002-005,96.064
2778950,20200628,2807905,2807901,13,005-010,57.971
2778952,20200628,2807905,2807901,14,002-005,62.502
2778953,20200628,2807905,2807901,14,005-010,58.846
2778954,20200628,2807905,2807901,15,002-005,93.246
2778955,20200628,2807905,2807901,15,005-010,44.665
2778956,20200628,2807905,2807901,16,002-005,69.731
2778957,20200628,2807905,2807901,16,005-010,35.609
2778958,20200628,2807905,2807901,17,002-005,101.606
2778959,20200628,2807905,2807901,17,005-010,84.877
2778960,20200628,2807905,2807901,18,002-005,104.767
2778961,20200628,2807905,2807901,18,005-010,45.565
2778962,20200628,2807905,2807901,19,002-005,105.436
2778963,20200628,2807905,2807901,19,005-010,62.588
2778964,20200628,2807905,2807901,20,002-005,118.03
2778965,20200628,2807905,2807901,20,005-010,49.461
2778966,20200628,2807905,2807901,21,002-005,105.552
2778967,20200628,2807905,2807901,21,005-010,41.528
2778968,20200628,2807905,2807901,22,002-005,54.969
2778969,20200628,2807905,2807901,22,005-010,10.364
2778970,20200628,2807905,2807901,23,002-005,18.605
2778971,20200628,2807905,2807901,23,005-010,23.62
2778972,20200628,2807905,2807901,11,002-005,4.283
2778973,20200628,2807905,2807901,16,002-005,5.973
2778974,20200628,2807905,2807901,10,002-005,7.623
2778975,20200628,2807905,2807901,20,002-005,7.208
2778976,20200628,2807905,2807901,7,002-005,6.075
2778977,20200628,2807905,2807901,18,002-005,7.57
2778978,20200628,2807905,2807901,20,005-010,16.078
2778979,20200628,2807905,2807901,13,002-005,7.45
2778980,20200628,2807905,2807901,10,002-005,5.227
2778981,20200628,2807905,2807901,7,002-005,11.157
2778982,20200628,2807905,2807901,18,002-005,4.566
2778983,20200628,2807905,2807901,20,002-005,6.495
2778984,20200628,2807905,2807901,20,005-010,5.015
2778985,20200628,2807905,2807901,1,002-005,6.947
2778986,20200628,2807905,2807901,1,005-010,5.179
2778987,20200628,2807905,2807901,2,005-010,4.586
2778988,20200628,2807905,2807901,17,005-010,4.586
2778989,20200628,2807905,2807901,13,002-005,8.502
2778990,20200628,2807905,2807901,15,005-010,8.502
2778991,20200628,2807905,2807901,0,005-010,1.7
2778992,20200628,2807905,2807901,7,002-005,4.627
2778993,20200628,2807905,2807901,9,002-005,2.273
2778994,20200628,2807905,2807901,4,005-010,4.862
2778995,20200628,2807905,2807901,8,005-010,5.762
2778996,20200628,2807905,2807901,9,002-005,19.59
2778997,20200628,2807905,2807901,9,005-010,5.987
2778998,20200628,2807905,2807901,11,002-005,5.987
2778999,20200628,2807905,2807901,11,005-010,5.762
2779000,20200628,2807905,2807901,12,002-005,6.084
2779001,20200628,2807905,2807901,12,005-010,5.987
2779002,20200628,2807905,2807901,13,002-005,5.366
2779003,20200628,2807905,2807901,14,002-005,6.698
2779004,20200628,2807905,2807901,16,002-005,11.238
2779005,20200628,2807905,2807901,18,002-005,6.378
2779006,20200628,2807905,2807901,20,005-010,6.084
2779007,20200628,2807905,2807901,0,005-010,4.862
2779008,20200628,2807905,2807901,1,002-005,4.862
2779009,20200628,2807905,2807901,7,002-005,4.862
2779010,20200628,2807905,2807901,12,005-010,4.862
2779011,20200628,2807905,2807901,14,002-005,4.862
2779012,20200628,2807905,2807901,14,005-010,9.724
2779013,20200628,2807905,2807901,16,005-010,4.862
2779015,20200628,2807905,2807901,18,002-005,14.586
2779016,20200628,2807905,2807901,18,005-010,4.862
2779017,20200628,2807905,2807901,19,005-010,4.862
2779018,20200628,2807905,2807901,20,002-005,9.724
2779019,20200628,2807905,2807901,21,002-005,4.862
2779020,20200628,2807905,2807901,21,005-010,4.862
2779021,20200628,2807905,2807901,23,005-010,4.862
2779022,20200628,2807905,2807901,0,002-005,10.946
2779023,20200628,2807905,2807901,0,005-010,5.987
2779024,20200628,2807905,2807901,1,002-005,4.862
2779025,20200628,2807905,2807901,2,002-005,10.645
2779026,20200628,2807905,2807901,2,005-010,9.58
2779027,20200628,2807905,2807901,5,002-005,5.533
2779028,20200628,2807905,2807901,6,002-005,5.449
2779029,20200628,2807905,2807901,10,002-005,12.089
2779030,20200628,2807905,2807901,10,005-010,5.533
2779031,20200628,2807905,2807901,11,002-005,6.062
2779032,20200628,2807905,2807901,12,002-005,5.987
2779033,20200628,2807905,2807901,13,002-005,5.023
2779034,20200628,2807905,2807901,14,002-005,5.533
2779035,20200628,2807905,2807901,14,005-010,5.783
2779036,20200628,2807905,2807901,15,005-010,5.533
2779037,20200628,2807905,2807901,16,002-005,6.062
2779038,20200628,2807905,2807901,17,002-005,10.483
2779039,20200628,2807905,2807901,17,005-010,5.533
2779040,20200628,2807905,2807901,18,002-005,11.154
2779041,20200628,2807905,2807901,19,002-005,10.982
2779042,20200628,2807905,2807901,21,002-005,12.069
2779043,20200628,2807905,2807901,22,002-005,11.705
2779044,20200628,2807905,2807901,23,002-005,5.783
3321338,20200629,2807905,2807901,0,002-005,5.441
3321339,20200629,2807905,2807901,1,002-005,10.882
3321340,20200629,2807905,2807901,1,005-010,5.441
3321341,20200629,2807905,2807901,2,002-005,21.764
3321342,20200629,2807905,2807901,4,002-005,10.882
3321343,20200629,2807905,2807901,4,005-010,5.441
3321344,20200629,2807905,2807901,5,002-005,27.205
3321345,20200629,2807905,2807901,5,005-010,5.441
3321346,20200629,2807905,2807901,6,002-005,48.968
3321347,20200629,2807905,2807901,6,005-010,16.323
3321348,20200629,2807905,2807901,7,002-005,48.968
3321349,20200629,2807905,2807901,7,005-010,21.764
3321350,20200629,2807905,2807901,8,002-005,92.497
3321351,20200629,2807905,2807901,8,005-010,21.764
3321353,20200629,2807905,2807901,9,002-005,92.497
3321354,20200629,2807905,2807901,9,005-010,54.41
3321356,20200629,2807905,2807901,10,002-005,59.851
3321357,20200629,2807905,2807901,10,005-010,27.205
3321358,20200629,2807905,2807901,11,002-005,38.087
3321359,20200629,2807905,2807901,11,005-010,5.441
3321360,20200629,2807905,2807901,12,002-005,27.205
3321361,20200629,2807905,2807901,12,005-010,5.441
3321362,20200629,2807905,2807901,13,002-005,59.851
3321363,20200629,2807905,2807901,13,005-010,10.882
3321364,20200629,2807905,2807901,14,002-005,43.528
3321365,20200629,2807905,2807901,14,005-010,32.646
3321366,20200629,2807905,2807901,15,002-005,76.174
3321367,20200629,2807905,2807901,15,005-010,16.323
3321368,20200629,2807905,2807901,16,002-005,87.056
3321369,20200629,2807905,2807901,16,005-010,16.323
3321370,20200629,2807905,2807901,17,002-005,97.937
3321371,20200629,2807905,2807901,17,005-010,27.205
3321372,20200629,2807905,2807901,18,002-005,76.174
3321373,20200629,2807905,2807901,18,005-010,48.968
3321374,20200629,2807905,2807901,19,002-005,108.819
3321375,20200629,2807905,2807901,19,005-010,59.851
3321376,20200629,2807905,2807901,20,002-005,48.969
3321377,20200629,2807905,2807901,20,005-010,27.205
3321379,20200629,2807905,2807901,21,002-005,32.646
3321380,20200629,2807905,2807901,21,005-010,21.764
3321381,20200629,2807905,2807901,22,002-005,27.205
3321382,20200629,2807905,2807901,22,005-010,21.764
3321383,20200629,2807905,2807901,23,002-005,10.882
3321384,20200629,2807905,2807901,1,002-005,5.441
3321385,20200629,2807905,2807901,2,005-010,5.441
3321386,20200629,2807905,2807901,3,002-005,5.441
3321387,20200629,2807905,2807901,3,005-010,5.441
3321388,20200629,2807905,2807901,5,002-005,16.323
3321389,20200629,2807905,2807901,5,005-010,10.882
3321390,20200629,2807905,2807901,6,002-005,10.882
3321391,20200629,2807905,2807901,6,005-010,16.323
3321392,20200629,2807905,2807901,7,002-005,92.496
3321393,20200629,2807905,2807901,7,005-010,10.882
3321394,20200629,2807905,2807901,8,002-005,21.764
3321395,20200629,2807905,2807901,8,005-010,27.205
3321396,20200629,2807905,2807901,9,002-005,32.646
3321397,20200629,2807905,2807901,9,005-010,16.323
3321398,20200629,2807905,2807901,10,002-005,10.882
3321399,20200629,2807905,2807901,10,005-010,5.441
3321400,20200629,2807905,2807901,11,002-005,5.441
3321401,20200629,2807905,2807901,13,002-005,5.441
3321402,20200629,2807905,2807901,14,005-010,5.441
3321403,20200629,2807905,2807901,15,002-005,16.323
3321404,20200629,2807905,2807901,17,002-005,10.882
3321405,20200629,2807905,2807901,19,002-005,5.441
3321406,20200629,2807905,2807901,22,002-005,5.441
3321407,20200629,2807905,2807901,0,002-005,33.481
3321408,20200629,2807905,2807901,0,005-010,4.783
3321410,20200629,2807905,2807901,1,005-010,9.566
3321411,20200629,2807905,2807901,2,002-005,9.566
3321412,20200629,2807905,2807901,2,005-010,9.566
3321413,20200629,2807905,2807901,3,002-005,4.783
3321414,20200629,2807905,2807901,3,005-010,9.566
3321415,20200629,2807905,2807901,5,005-010,4.783
3321416,20200629,2807905,2807901,6,002-005,4.783
3321417,20200629,2807905,2807901,6,005-010,9.566
3321418,20200629,2807905,2807901,7,002-005,14.349
3321419,20200629,2807905,2807901,8,002-005,9.566
3321420,20200629,2807905,2807901,8,005-010,4.783
3321421,20200629,2807905,2807901,9,002-005,9.566
3321422,20200629,2807905,2807901,9,005-010,14.349
3321423,20200629,2807905,2807901,10,002-005,28.698
3321424,20200629,2807905,2807901,10,005-010,4.783
3321425,20200629,2807905,2807901,11,002-005,43.047
3321426,20200629,2807905,2807901,11,005-010,23.915
3321427,20200629,2807905,2807901,12,002-005,47.83
3321428,20200629,2807905,2807901,12,005-010,14.349
3321430,20200629,2807905,2807901,13,002-005,19.132
3321431,20200629,2807905,2807901,13,005-010,43.047
3321433,20200629,2807905,2807901,14,002-005,81.311
3321434,20200629,2807905,2807901,14,005-010,43.047
3321435,20200629,2807905,2807901,15,002-005,47.83
3321436,20200629,2807905,2807901,15,005-010,33.481
3321437,20200629,2807905,2807901,16,002-005,33.481
3321438,20200629,2807905,2807901,16,005-010,9.566
3321440,20200629,2807905,2807901,17,002-005,23.915
3321441,20200629,2807905,2807901,17,005-010,33.481
3321442,20200629,2807905,2807901,18,002-005,52.613
3321443,20200629,2807905,2807901,18,005-010,43.046
3321444,20200629,2807905,2807901,19,002-005,38.264
3321445,20200629,2807905,2807901,19,005-010,43.047
3321446,20200629,2807905,2807901,20,002-005,76.528
3321447,20200629,2807905,2807901,20,005-010,47.83
3321448,20200629,2807905,2807901,21,002-005,76.528
3321449,20200629,2807905,2807901,21,005-010,47.83
3321450,20200629,2807905,2807901,22,002-005,38.264
3321451,20200629,2807905,2807901,22,005-010,28.698
3321452,20200629,2807905,2807901,23,002-005,14.349
3321453,20200629,2807905,2807901,23,005-010,19.132
3321454,20200629,2807905,2807901,10,002-005,5.293
3321455,20200629,2807905,2807901,11,005-010,5.588
3321456,20200629,2807905,2807901,12,005-010,6.424
3321457,20200629,2807905,2807901,9,002-005,5.375
3321458,20200629,2807905,2807901,12,002-005,6.634
3321459,20200629,2807905,2807901,13,002-005,4.321
3321460,20200629,2807905,2807901,15,005-010,5.81
3321461,20200629,2807905,2807901,16,002-005,5.333
3321462,20200629,2807905,2807901,18,002-005,5.81
3321463,20200629,2807905,2807901,20,005-010,6.495
3321464,20200629,2807905,2807901,22,002-005,10.371
3321465,20200629,2807905,2807901,7,005-010,7.719
3321466,20200629,2807905,2807901,6,002-005,5.431
3321467,20200629,2807905,2807901,12,002-005,5.431
3321468,20200629,2807905,2807901,11,002-005,6.231
3321469,20200629,2807905,2807901,18,002-005,3.8
3321470,20200629,2807905,2807901,18,002-005,6.967
3321471,20200629,2807905,2807901,20,002-005,4.046
3321472,20200629,2807905,2807901,21,002-005,4.975
3321473,20200629,2807905,2807901,0,005-010,3.642
3321474,20200629,2807905,2807901,10,005-010,5.904
3321475,20200629,2807905,2807901,18,002-005,6.317
3321476,20200629,2807905,2807901,13,002-005,8.06
3321477,20200629,2807905,2807901,3,002-005,14.867
3321478,20200629,2807905,2807901,15,002-005,8.172
3321479,20200629,2807905,2807901,16,002-005,14.867
3321480,20200629,2807905,2807901,9,002-005,4.382
3321481,20200629,2807905,2807901,10,002-005,3.515
3321482,20200629,2807905,2807901,11,005-010,6.641
3321483,20200629,2807905,2807901,14,005-010,5.891
3321484,20200629,2807905,2807901,14,002-005,7.66
3321485,20200629,2807905,2807901,0,002-005,39.65
3321486,20200629,2807905,2807901,0,005-010,5.622
3321487,20200629,2807905,2807901,1,002-005,17.701
3321488,20200629,2807905,2807901,2,002-005,16.839
3321489,20200629,2807905,2807901,3,002-005,12.03
3321490,20200629,2807905,2807901,3,005-010,4.783
3321491,20200629,2807905,2807901,4,002-005,8.448
3321492,20200629,2807905,2807901,5,002-005,14.577
3321493,20200629,2807905,2807901,5,005-010,5.403
3321494,20200629,2807905,2807901,6,002-005,25.427
3321495,20200629,2807905,2807901,6,005-010,16.416
3321496,20200629,2807905,2807901,7,002-005,48.418
3321497,20200629,2807905,2807901,7,005-010,70.65
3321498,20200629,2807905,2807901,8,002-005,83.834
3321499,20200629,2807905,2807901,8,005-010,28.83
3321500,20200629,2807905,2807901,9,002-005,75.594
3321501,20200629,2807905,2807901,9,005-010,66.683
3321502,20200629,2807905,2807901,10,002-005,144.579
3321503,20200629,2807905,2807901,10,005-010,62.888
3321504,20200629,2807905,2807901,11,002-005,131.333
3321505,20200629,2807905,2807901,11,005-010,133.147
3321506,20200629,2807905,2807901,12,002-005,113.672
3321507,20200629,2807905,2807901,12,005-010,93.117
3321508,20200629,2807905,2807901,13,002-005,171.721
3321509,20200629,2807905,2807901,13,005-010,124.447
3321511,20200629,2807905,2807901,14,002-005,129.457
3321512,20200629,2807905,2807901,14,005-010,81.008
3321513,20200629,2807905,2807901,15,002-005,93.268
3321514,20200629,2807905,2807901,15,005-010,90.572
3321515,20200629,2807905,2807901,16,002-005,117.415
3321516,20200629,2807905,2807901,16,005-010,75.184
3321517,20200629,2807905,2807901,17,002-005,121.22
3321518,20200629,2807905,2807901,17,005-010,92.218
3321519,20200629,2807905,2807901,18,002-005,125.541
3321520,20200629,2807905,2807901,18,005-010,108.929
3321522,20200629,2807905,2807901,19,002-005,154.633
3321523,20200629,2807905,2807901,19,005-010,100.049
3321524,20200629,2807905,2807901,20,002-005,95.533
3321525,20200629,2807905,2807901,20,005-010,102.339
3321526,20200629,2807905,2807901,21,002-005,87.01
3321527,20200629,2807905,2807901,21,005-010,73.511
3321529,20200629,2807905,2807901,22,002-005,52.705
3321530,20200629,2807905,2807901,22,005-010,22.047
3321531,20200629,2807905,2807901,23,002-005,39.426
3321532,20200629,2807905,2807901,23,005-010,17.584
3321533,20200629,2807905,2807901,12,005-010,7.566
3321534,20200629,2807905,2807901,10,002-005,4.923
3321535,20200629,2807905,2807901,11,002-005,4.932
3321536,20200629,2807905,2807901,13,002-005,5.668
3321537,20200629,2807905,2807901,0,002-005,7.599
3321538,20200629,2807905,2807901,22,002-005,7.406
3321539,20200629,2807905,2807901,10,005-010,5.606
3321540,20200629,2807905,2807901,11,002-005,6.196
3321541,20200629,2807905,2807901,13,005-010,6.447
3321542,20200629,2807905,2807901,14,005-010,7.511
3321543,20200629,2807905,2807901,16,002-005,6.838
3321544,20200629,2807905,2807901,18,002-005,10.21
3321545,20200629,2807905,2807901,16,005-010,5.165
3321546,20200629,2807905,2807901,14,002-005,4.524
3321548,20200629,2807905,2807901,0,005-010,4.783
3321549,20200629,2807905,2807901,3,005-010,4.783
3321550,20200629,2807905,2807901,5,005-010,5.865
3321551,20200629,2807905,2807901,6,002-005,6.958
3321552,20200629,2807905,2807901,6,005-010,5.972
3321553,20200629,2807905,2807901,7,002-005,34.798
3321554,20200629,2807905,2807901,7,005-010,23.694
3321555,20200629,2807905,2807901,8,002-005,15.865
3321556,20200629,2807905,2807901,8,005-010,5.441
3321557,20200629,2807905,2807901,9,002-005,45.425
3321558,20200629,2807905,2807901,9,005-010,11.831
3321559,20200629,2807905,2807901,10,002-005,16.224
3321560,20200629,2807905,2807901,10,005-010,6.39
3321561,20200629,2807905,2807901,11,002-005,15.196
3321562,20200629,2807905,2807901,11,005-010,18.12
3321563,20200629,2807905,2807901,12,002-005,21.841
3321564,20200629,2807905,2807901,12,005-010,5.865
3321566,20200629,2807905,2807901,13,002-005,22.583
3321567,20200629,2807905,2807901,14,005-010,5.441
3321568,20200629,2807905,2807901,15,002-005,6.241
3321569,20200629,2807905,2807901,15,005-010,17.061
3321570,20200629,2807905,2807901,16,002-005,17.01
3321571,20200629,2807905,2807901,16,005-010,11.398
3321572,20200629,2807905,2807901,17,002-005,16.924
3321573,20200629,2807905,2807901,17,005-010,10.648
3321574,20200629,2807905,2807901,21,002-005,5.668
3321575,20200629,2807905,2807901,21,005-010,5.622
3321576,20200629,2807905,2807901,23,002-005,4.783
3321577,20200629,2807905,2807901,0,002-005,23.915
3321578,20200629,2807905,2807901,0,005-010,9.566
3321579,20200629,2807905,2807901,1,002-005,14.349
3321580,20200629,2807905,2807901,3,005-010,4.783
3321581,20200629,2807905,2807901,4,005-010,4.783
3321582,20200629,2807905,2807901,6,005-010,4.783
3321583,20200629,2807905,2807901,7,002-005,9.566
3321584,20200629,2807905,2807901,8,002-005,4.783
3321585,20200629,2807905,2807901,8,005-010,4.783
3321586,20200629,2807905,2807901,10,002-005,4.783
3321587,20200629,2807905,2807901,12,002-005,9.566
3321588,20200629,2807905,2807901,12,005-010,4.783
3321590,20200629,2807905,2807901,13,002-005,23.915
3321591,20200629,2807905,2807901,13,005-010,4.783
3321592,20200629,2807905,2807901,14,002-005,57.396
3321593,20200629,2807905,2807901,14,005-010,23.915
3321594,20200629,2807905,2807901,15,002-005,43.047
3321595,20200629,2807905,2807901,15,005-010,23.915
3321596,20200629,2807905,2807901,16,002-005,38.264
3321597,20200629,2807905,2807901,16,005-010,14.349
3321598,20200629,2807905,2807901,17,002-005,14.349
3321599,20200629,2807905,2807901,17,005-010,14.349
3321600,20200629,2807905,2807901,18,002-005,43.047
3321601,20200629,2807905,2807901,18,005-010,9.566
3321602,20200629,2807905,2807901,19,002-005,38.264
3321603,20200629,2807905,2807901,19,005-010,19.132
3321604,20200629,2807905,2807901,20,002-005,33.481
3321605,20200629,2807905,2807901,21,002-005,19.132
3321606,20200629,2807905,2807901,22,002-005,14.349
3321607,20200629,2807905,2807901,23,005-010,4.783
3321608,20200629,2807905,2807901,4,002-005,6.39
3321609,20200629,2807905,2807901,7,002-005,5.957
3321610,20200629,2807905,2807901,8,002-005,26.714
3321611,20200629,2807905,2807901,8,005-010,10.291
3321613,20200629,2807905,2807901,10,002-005,5.957
3321614,20200629,2807905,2807901,11,002-005,10.344
3321615,20200629,2807905,2807901,12,002-005,25.971
3321616,20200629,2807905,2807901,12,005-010,4.903
3321618,20200629,2807905,2807901,13,002-005,23.031
3321619,20200629,2807905,2807901,13,005-010,11.894
3321620,20200629,2807905,2807901,14,002-005,33.582
3321621,20200629,2807905,2807901,14,005-010,29.866
3321622,20200629,2807905,2807901,15,002-005,49.826
3321623,20200629,2807905,2807901,15,005-010,22.312
3321624,20200629,2807905,2807901,16,002-005,32.055
3321625,20200629,2807905,2807901,16,005-010,5.653
3321626,20200629,2807905,2807901,17,002-005,22.712
3321627,20200629,2807905,2807901,17,005-010,22.988
3321628,20200629,2807905,2807901,18,002-005,59.269
3321629,20200629,2807905,2807901,18,005-010,17.877
3321630,20200629,2807905,2807901,19,002-005,69.707
3321631,20200629,2807905,2807901,19,005-010,16.012
3321632,20200629,2807905,2807901,20,002-005,56.556
3321633,20200629,2807905,2807901,20,005-010,21.407
3321634,20200629,2807905,2807901,21,002-005,15.431
3321635,20200629,2807905,2807901,21,005-010,23.088
3321636,20200629,2807905,2807901,22,002-005,10.395
3321637,20200629,2807905,2807901,22,005-010,5.441
3321638,20200629,2807905,2807901,23,005-010,4.783
3321639,20200629,2807905,2807901,16,002-005,3.545
3390380,20200630,2807905,2807901,0,002-005,5.271
3390381,20200630,2807905,2807901,0,005-010,5.271
3390382,20200630,2807905,2807901,1,002-005,5.271
3390383,20200630,2807905,2807901,2,002-005,5.271
3390384,20200630,2807905,2807901,2,005-010,5.271
3390385,20200630,2807905,2807901,3,002-005,5.271
3390386,20200630,2807905,2807901,3,005-010,5.271
3390387,20200630,2807905,2807901,4,002-005,15.813
3390388,20200630,2807905,2807901,5,002-005,21.084
3390389,20200630,2807905,2807901,5,005-010,15.813
3390390,20200630,2807905,2807901,6,002-005,52.71
3390391,20200630,2807905,2807901,6,005-010,5.271
3390393,20200630,2807905,2807901,7,002-005,57.981
3390394,20200630,2807905,2807901,7,005-010,21.084
3390395,20200630,2807905,2807901,8,002-005,63.252
3390396,20200630,2807905,2807901,8,005-010,21.084
3390397,20200630,2807905,2807901,9,002-005,79.065
3390398,20200630,2807905,2807901,9,005-010,42.168
3390399,20200630,2807905,2807901,10,002-005,79.065
3390400,20200630,2807905,2807901,10,005-010,31.626
3390401,20200630,2807905,2807901,11,002-005,79.064
3390402,20200630,2807905,2807901,11,005-010,21.084
3390403,20200630,2807905,2807901,12,002-005,52.71
3390404,20200630,2807905,2807901,12,005-010,26.355
3390405,20200630,2807905,2807901,13,002-005,110.691
3390406,20200630,2807905,2807901,13,005-010,15.813
3390407,20200630,2807905,2807901,14,002-005,47.439
3390408,20200630,2807905,2807901,14,005-010,26.355
3390409,20200630,2807905,2807901,15,002-005,57.98
3390410,20200630,2807905,2807901,15,005-010,10.542
3390411,20200630,2807905,2807901,16,002-005,63.252
3390412,20200630,2807905,2807901,16,005-010,21.084
3390414,20200630,2807905,2807901,17,002-005,94.877
3390415,20200630,2807905,2807901,17,005-010,31.626
3390417,20200630,2807905,2807901,18,002-005,105.418
3390418,20200630,2807905,2807901,18,005-010,31.626
3390419,20200630,2807905,2807901,19,002-005,89.606
3390420,20200630,2807905,2807901,19,005-010,26.355
3390421,20200630,2807905,2807901,20,002-005,52.709
3390422,20200630,2807905,2807901,20,005-010,47.438
3390423,20200630,2807905,2807901,21,002-005,52.709
3390424,20200630,2807905,2807901,21,005-010,15.813
3390425,20200630,2807905,2807901,22,002-005,10.542
3390426,20200630,2807905,2807901,23,002-005,15.813
3390427,20200630,2807905,2807901,23,005-010,10.542
3390428,20200630,2807905,2807901,1,002-005,5.271
3390429,20200630,2807905,2807901,2,002-005,5.271
3390430,20200630,2807905,2807901,4,002-005,5.271
3390431,20200630,2807905,2807901,5,002-005,15.813
3390432,20200630,2807905,2807901,5,005-010,15.813
3390433,20200630,2807905,2807901,6,002-005,26.355
3390434,20200630,2807905,2807901,7,002-005,68.523
3390435,20200630,2807905,2807901,7,005-010,15.813
3390436,20200630,2807905,2807901,8,002-005,47.439
3390437,20200630,2807905,2807901,8,005-010,42.168
3390438,20200630,2807905,2807901,9,002-005,57.981
3390439,20200630,2807905,2807901,9,005-010,21.084
3390440,20200630,2807905,2807901,10,002-005,10.542
3390441,20200630,2807905,2807901,10,005-010,5.271
3390442,20200630,2807905,2807901,11,002-005,15.813
3390443,20200630,2807905,2807901,11,005-010,5.271
3390444,20200630,2807905,2807901,12,002-005,5.271
3390445,20200630,2807905,2807901,13,002-005,5.271
3390446,20200630,2807905,2807901,14,005-010,10.542
3390447,20200630,2807905,2807901,15,002-005,5.271
3390448,20200630,2807905,2807901,15,005-010,5.271
3390449,20200630,2807905,2807901,16,002-005,5.271
3390450,20200630,2807905,2807901,16,005-010,5.271
3390451,20200630,2807905,2807901,18,005-010,10.542
3390452,20200630,2807905,2807901,19,005-010,5.271
3390453,20200630,2807905,2807901,20,002-005,5.271
3390454,20200630,2807905,2807901,20,005-010,10.542
3390455,20200630,2807905,2807901,22,002-005,5.271
3390456,20200630,2807905,2807901,0,002-005,14.118
3390457,20200630,2807905,2807901,0,005-010,14.118
3390458,20200630,2807905,2807901,1,002-005,14.118
3390459,20200630,2807905,2807901,1,005-010,9.412
3390460,20200630,2807905,2807901,2,002-005,14.118
3390461,20200630,2807905,2807901,4,002-005,9.412
3390462,20200630,2807905,2807901,4,005-010,9.412
3390463,20200630,2807905,2807901,7,002-005,9.412
3390464,20200630,2807905,2807901,7,005-010,14.118
3390465,20200630,2807905,2807901,8,002-005,14.118
3390466,20200630,2807905,2807901,8,005-010,4.706
3390467,20200630,2807905,2807901,9,002-005,9.412
3390468,20200630,2807905,2807901,9,005-010,9.412
3390470,20200630,2807905,2807901,10,002-005,18.824
3390471,20200630,2807905,2807901,10,005-010,23.53
3390472,20200630,2807905,2807901,11,002-005,23.53
3390473,20200630,2807905,2807901,11,005-010,28.236
3390474,20200630,2807905,2807901,12,002-005,51.765
3390475,20200630,2807905,2807901,12,005-010,18.824
3390477,20200630,2807905,2807901,13,002-005,80.0
3390478,20200630,2807905,2807901,13,005-010,61.176
3390479,20200630,2807905,2807901,14,002-005,61.177
3390480,20200630,2807905,2807901,14,005-010,61.177
