,fecha,origen,destino,periodo,distancia,viajes
3343034,20200708,2807905,2807901,10,002-005,92.056
3343035,20200708,2807905,2807901,10,005-010,105.61
3343036,20200708,2807905,2807901,11,002-005,143.53
3343037,20200708,2807905,2807901,11,005-010,66.719
3343038,20200708,2807905,2807901,12,002-005,193.426
3343039,20200708,2807905,2807901,12,005-010,71.744
3343041,20200708,2807905,2807901,13,002-005,199.573
3343042,20200708,2807905,2807901,13,005-010,75.879
3343044,20200708,2807905,2807901,14,002-005,167.538
3343045,20200708,2807905,2807901,14,005-010,45.988
3343047,20200708,2807905,2807901,15,002-005,145.381
3343048,20200708,2807905,2807901,15,005-010,101.465
3343050,20200708,2807905,2807901,16,002-005,137.019
3343051,20200708,2807905,2807901,16,005-010,126.833
3343052,20200708,2807905,2807901,17,002-005,213.084
3343053,20200708,2807905,2807901,17,005-010,64.309
3343054,20200708,2807905,2807901,18,002-005,162.837
3343055,20200708,2807905,2807901,18,005-010,34.445
3343056,20200708,2807905,2807901,19,002-005,168.034
3343057,20200708,2807905,2807901,19,005-010,131.626
3343058,20200708,2807905,2807901,20,002-005,184.199
3343059,20200708,2807905,2807901,20,005-010,141.502
3343060,20200708,2807905,2807901,21,002-005,115.978
3343061,20200708,2807905,2807901,21,005-010,70.172
3343062,20200708,2807905,2807901,22,002-005,88.691
3343063,20200708,2807905,2807901,22,005-010,40.365
3343064,20200708,2807905,2807901,23,002-005,22.621
3343065,20200708,2807905,2807901,23,005-010,56.313
3343066,20200708,2807905,2807901,10,002-005,4.965
3343067,20200708,2807905,2807901,11,002-005,15.139
3343068,20200708,2807905,2807901,16,002-005,6.418
3343069,20200708,2807905,2807901,15,002-005,4.274
3343070,20200708,2807905,2807901,21,002-005,6.058
3343071,20200708,2807905,2807901,18,005-010,6.22
3343072,20200708,2807905,2807901,22,002-005,9.802
3343073,20200708,2807905,2807901,13,002-005,3.777
3343074,20200708,2807905,2807901,10,005-010,5.671
3343076,20200708,2807905,2807901,17,005-010,5.812
3343077,20200708,2807905,2807901,18,002-005,4.985
3343078,20200708,2807905,2807901,15,002-005,6.568
3343079,20200708,2807905,2807901,21,002-005,10.002
3343080,20200708,2807905,2807901,15,005-010,4.902
3343081,20200708,2807905,2807901,16,005-010,15.818
3343082,20200708,2807905,2807901,9,005-010,4.566
3343083,20200708,2807905,2807901,10,002-005,4.523
3343084,20200708,2807905,2807901,15,002-005,7.201
3343085,20200708,2807905,2807901,16,002-005,6.727
3343086,20200708,2807905,2807901,17,002-005,3.135
3343087,20200708,2807905,2807901,18,002-005,5.218
3343088,20200708,2807905,2807901,19,002-005,7.061
3343089,20200708,2807905,2807901,5,005-010,7.589
3343090,20200708,2807905,2807901,17,002-005,4.428
3343091,20200708,2807905,2807901,20,002-005,6.011
3343092,20200708,2807905,2807901,1,005-010,5.343
3343093,20200708,2807905,2807901,6,005-010,4.664
3343094,20200708,2807905,2807901,13,002-005,5.396
3343095,20200708,2807905,2807901,7,002-005,5.269
3343096,20200708,2807905,2807901,16,002-005,4.913
3343097,20200708,2807905,2807901,0,005-010,4.924
3343098,20200708,2807905,2807901,5,005-010,5.594
3343099,20200708,2807905,2807901,6,002-005,14.727
3343100,20200708,2807905,2807901,7,002-005,27.839
3343101,20200708,2807905,2807901,7,005-010,26.778
3343102,20200708,2807905,2807901,8,002-005,65.459
3343103,20200708,2807905,2807901,8,005-010,10.906
3343104,20200708,2807905,2807901,9,005-010,35.085
3343105,20200708,2807905,2807901,10,002-005,20.4
3343106,20200708,2807905,2807901,10,005-010,19.355
3343107,20200708,2807905,2807901,11,002-005,38.512
3343108,20200708,2807905,2807901,11,005-010,12.143
3343109,20200708,2807905,2807901,12,002-005,10.341
3343110,20200708,2807905,2807901,12,005-010,13.115
3343112,20200708,2807905,2807901,13,002-005,4.812
3343113,20200708,2807905,2807901,14,002-005,20.568
3343114,20200708,2807905,2807901,14,005-010,5.803
3343115,20200708,2807905,2807901,15,002-005,12.484
3343116,20200708,2807905,2807901,15,005-010,16.608
3343117,20200708,2807905,2807901,16,002-005,16.13
3343118,20200708,2807905,2807901,16,005-010,5.803
3343119,20200708,2807905,2807901,17,002-005,18.373
3343120,20200708,2807905,2807901,18,002-005,6.041
3343121,20200708,2807905,2807901,19,002-005,18.702
3343122,20200708,2807905,2807901,19,005-010,5.86
3343123,20200708,2807905,2807901,20,002-005,18.276
3343124,20200708,2807905,2807901,21,005-010,11.454
3343125,20200708,2807905,2807901,0,002-005,14.772
3343126,20200708,2807905,2807901,0,005-010,4.924
3343127,20200708,2807905,2807901,2,002-005,4.924
3343128,20200708,2807905,2807901,6,002-005,4.924
3343129,20200708,2807905,2807901,8,002-005,4.924
3343131,20200708,2807905,2807901,10,002-005,9.848
3343132,20200708,2807905,2807901,11,002-005,19.696
3343133,20200708,2807905,2807901,12,002-005,14.772
3343134,20200708,2807905,2807901,12,005-010,9.848
3343135,20200708,2807905,2807901,13,002-005,24.62
3343136,20200708,2807905,2807901,13,005-010,19.696
3343137,20200708,2807905,2807901,14,002-005,54.164
3343138,20200708,2807905,2807901,14,005-010,14.772
3343140,20200708,2807905,2807901,15,002-005,59.089
3343141,20200708,2807905,2807901,15,005-010,29.544
3343142,20200708,2807905,2807901,16,002-005,24.62
3343143,20200708,2807905,2807901,16,005-010,14.772
3343144,20200708,2807905,2807901,17,002-005,29.544
3343145,20200708,2807905,2807901,17,005-010,4.924
3343147,20200708,2807905,2807901,18,002-005,34.468
3343148,20200708,2807905,2807901,18,005-010,29.544
3343149,20200708,2807905,2807901,19,002-005,29.544
3343150,20200708,2807905,2807901,19,005-010,24.62
3343152,20200708,2807905,2807901,20,002-005,19.696
3343154,20200708,2807905,2807901,21,002-005,19.696
3343155,20200708,2807905,2807901,21,005-010,4.924
3343156,20200708,2807905,2807901,22,002-005,14.772
3343157,20200708,2807905,2807901,22,005-010,14.772
3343158,20200708,2807905,2807901,23,002-005,14.772
3343159,20200708,2807905,2807901,23,005-010,4.924
3343160,20200708,2807905,2807901,0,002-005,5.86
3343161,20200708,2807905,2807901,0,005-010,4.924
3343162,20200708,2807905,2807901,3,002-005,5.594
3343163,20200708,2807905,2807901,4,002-005,5.033
3343164,20200708,2807905,2807901,4,005-010,4.924
3343165,20200708,2807905,2807901,6,002-005,11.467
3343166,20200708,2807905,2807901,7,002-005,5.594
3343167,20200708,2807905,2807901,7,005-010,6.311
3343168,20200708,2807905,2807901,8,002-005,11.893
3343169,20200708,2807905,2807901,8,005-010,11.467
3343170,20200708,2807905,2807901,9,002-005,4.838
3343171,20200708,2807905,2807901,10,002-005,33.989
3343172,20200708,2807905,2807901,10,005-010,26.703
3343173,20200708,2807905,2807901,11,002-005,50.893
3343174,20200708,2807905,2807901,11,005-010,12.037
3343175,20200708,2807905,2807901,12,002-005,21.946
3343176,20200708,2807905,2807901,12,005-010,18.954
3343177,20200708,2807905,2807901,13,002-005,30.554
3343178,20200708,2807905,2807901,13,005-010,12.238
3343179,20200708,2807905,2807901,14,002-005,70.263
3343180,20200708,2807905,2807901,14,005-010,32.968
3343182,20200708,2807905,2807901,15,002-005,38.242
3343183,20200708,2807905,2807901,15,005-010,29.566
3343184,20200708,2807905,2807901,16,002-005,70.276
3343185,20200708,2807905,2807901,16,005-010,22.919
3343186,20200708,2807905,2807901,17,002-005,84.943
3343187,20200708,2807905,2807901,17,005-010,41.127
3343188,20200708,2807905,2807901,18,002-005,86.063
3343189,20200708,2807905,2807901,18,005-010,22.393
3343190,20200708,2807905,2807901,19,002-005,47.52
3343191,20200708,2807905,2807901,19,005-010,21.315
3343192,20200708,2807905,2807901,20,002-005,21.551
3343193,20200708,2807905,2807901,20,005-010,12.54
3343194,20200708,2807905,2807901,21,002-005,28.542
3343195,20200708,2807905,2807901,21,005-010,11.901
3343196,20200708,2807905,2807901,22,002-005,15.748
3343197,20200708,2807905,2807901,22,005-010,11.893
3343198,20200708,2807905,2807901,23,002-005,5.594
3343199,20200708,2807905,2807901,7,002-005,7.085
3343200,20200708,2807905,2807901,13,002-005,4.523
3456465,20200709,2807905,2807901,0,002-005,22.128
3456466,20200709,2807905,2807901,0,005-010,5.532
3456467,20200709,2807905,2807901,1,002-005,5.532
3456468,20200709,2807905,2807901,2,002-005,11.064
3456469,20200709,2807905,2807901,2,005-010,5.532
3456470,20200709,2807905,2807901,3,002-005,11.064
3456471,20200709,2807905,2807901,3,005-010,5.532
3456473,20200709,2807905,2807901,4,002-005,16.596
3456474,20200709,2807905,2807901,4,005-010,11.065
3456475,20200709,2807905,2807901,5,002-005,38.726
3456476,20200709,2807905,2807901,5,005-010,11.064
3456477,20200709,2807905,2807901,6,002-005,77.451
3456478,20200709,2807905,2807901,6,005-010,22.129
3456479,20200709,2807905,2807901,7,002-005,71.918
3456480,20200709,2807905,2807901,7,005-010,27.661
3456481,20200709,2807905,2807901,8,002-005,60.854
3456482,20200709,2807905,2807901,8,005-010,27.661
3456484,20200709,2807905,2807901,9,002-005,88.516
3456485,20200709,2807905,2807901,9,005-010,38.726
3456486,20200709,2807905,2807901,10,002-005,94.048
3456487,20200709,2807905,2807901,10,005-010,22.128
3456488,20200709,2807905,2807901,11,002-005,105.113
3456489,20200709,2807905,2807901,11,005-010,33.193
3456491,20200709,2807905,2807901,12,002-005,88.516
3456492,20200709,2807905,2807901,12,005-010,22.129
3456493,20200709,2807905,2807901,13,002-005,77.451
3456494,20200709,2807905,2807901,13,005-010,22.128
3456495,20200709,2807905,2807901,14,002-005,116.178
3456496,20200709,2807905,2807901,14,005-010,5.532
3456497,20200709,2807905,2807901,15,002-005,71.919
3456498,20200709,2807905,2807901,15,005-010,27.66
3456500,20200709,2807905,2807901,16,002-005,110.644
3456501,20200709,2807905,2807901,16,005-010,16.597
3456503,20200709,2807905,2807901,17,002-005,110.645
3456504,20200709,2807905,2807901,17,005-010,44.257
3456505,20200709,2807905,2807901,18,002-005,121.709
3456506,20200709,2807905,2807901,18,005-010,60.854
3456507,20200709,2807905,2807901,19,002-005,132.772
3456508,20200709,2807905,2807901,19,005-010,49.787
3456510,20200709,2807905,2807901,20,002-005,154.902
3456511,20200709,2807905,2807901,20,005-010,49.789
3456512,20200709,2807905,2807901,21,002-005,44.257
3456513,20200709,2807905,2807901,21,005-010,22.128
3456514,20200709,2807905,2807901,22,002-005,44.256
3456515,20200709,2807905,2807901,22,005-010,22.128
3456516,20200709,2807905,2807901,23,002-005,11.064
3456517,20200709,2807905,2807901,1,002-005,5.532
3456518,20200709,2807905,2807901,2,002-005,5.532
3456519,20200709,2807905,2807901,3,002-005,5.532
3456520,20200709,2807905,2807901,4,002-005,5.532
3456521,20200709,2807905,2807901,5,002-005,16.597
3456522,20200709,2807905,2807901,5,005-010,5.532
3456523,20200709,2807905,2807901,6,002-005,16.597
3456524,20200709,2807905,2807901,6,005-010,27.661
3456525,20200709,2807905,2807901,7,002-005,49.791
3456526,20200709,2807905,2807901,7,005-010,5.532
3456527,20200709,2807905,2807901,8,002-005,77.451
3456528,20200709,2807905,2807901,8,005-010,22.129
3456529,20200709,2807905,2807901,9,002-005,27.661
3456530,20200709,2807905,2807901,9,005-010,11.064
3456531,20200709,2807905,2807901,10,002-005,5.532
3456532,20200709,2807905,2807901,11,002-005,11.064
3456533,20200709,2807905,2807901,12,002-005,11.064
3456534,20200709,2807905,2807901,14,005-010,5.532
3456535,20200709,2807905,2807901,15,002-005,5.532
3456536,20200709,2807905,2807901,17,002-005,5.532
3456537,20200709,2807905,2807901,17,005-010,5.532
3456538,20200709,2807905,2807901,18,002-005,5.532
3456539,20200709,2807905,2807901,21,002-005,5.532
3456540,20200709,2807905,2807901,0,002-005,38.886
3456541,20200709,2807905,2807901,0,005-010,19.444
3456542,20200709,2807905,2807901,1,002-005,9.722
3456543,20200709,2807905,2807901,1,005-010,24.303
3456544,20200709,2807905,2807901,2,005-010,9.722
3456545,20200709,2807905,2807901,4,002-005,9.722
3456546,20200709,2807905,2807901,6,002-005,9.722
3456547,20200709,2807905,2807901,7,002-005,9.722
3456548,20200709,2807905,2807901,7,005-010,9.721
3456549,20200709,2807905,2807901,8,002-005,19.444
3456550,20200709,2807905,2807901,8,005-010,9.721
3456551,20200709,2807905,2807901,9,002-005,19.444
3456552,20200709,2807905,2807901,9,005-010,4.861
3456553,20200709,2807905,2807901,10,002-005,19.444
3456554,20200709,2807905,2807901,10,005-010,9.722
3456555,20200709,2807905,2807901,11,002-005,38.887
3456556,20200709,2807905,2807901,11,005-010,43.746
3456557,20200709,2807905,2807901,12,002-005,58.328
3456558,20200709,2807905,2807901,12,005-010,34.026
3456559,20200709,2807905,2807901,13,002-005,63.19
3456560,20200709,2807905,2807901,13,005-010,48.607
3456562,20200709,2807905,2807901,14,002-005,63.188
3456563,20200709,2807905,2807901,14,005-010,38.886
3456564,20200709,2807905,2807901,15,002-005,82.632
3456565,20200709,2807905,2807901,15,005-010,63.189
3456566,20200709,2807905,2807901,16,002-005,58.33
3456567,20200709,2807905,2807901,16,005-010,34.027
3456569,20200709,2807905,2807901,17,002-005,38.886
3456570,20200709,2807905,2807901,17,005-010,19.444
3456571,20200709,2807905,2807901,18,002-005,63.191
3456572,20200709,2807905,2807901,18,005-010,48.607
3456573,20200709,2807905,2807901,19,002-005,58.328
3456574,20200709,2807905,2807901,19,005-010,38.887
3456575,20200709,2807905,2807901,20,002-005,97.214
3456576,20200709,2807905,2807901,20,005-010,38.886
3456578,20200709,2807905,2807901,21,002-005,53.468
3456579,20200709,2807905,2807901,21,005-010,63.19
3456580,20200709,2807905,2807901,22,002-005,63.189
3456581,20200709,2807905,2807901,22,005-010,19.444
3456582,20200709,2807905,2807901,23,002-005,34.026
3456583,20200709,2807905,2807901,23,005-010,14.582
3456584,20200709,2807905,2807901,12,002-005,13.116
3456585,20200709,2807905,2807901,19,002-005,6.188
3456586,20200709,2807905,2807901,12,002-005,4.532
3456587,20200709,2807905,2807901,15,005-010,3.739
3456588,20200709,2807905,2807901,10,002-005,3.531
3456589,20200709,2807905,2807901,19,002-005,4.723
3456590,20200709,2807905,2807901,22,002-005,5.651
3456591,20200709,2807905,2807901,23,002-005,6.532
3456592,20200709,2807905,2807901,5,002-005,4.943
3456593,20200709,2807905,2807901,8,005-010,6.226
3456594,20200709,2807905,2807901,9,002-005,5.284
3456595,20200709,2807905,2807901,11,002-005,4.943
3456596,20200709,2807905,2807901,13,002-005,10.949
3456597,20200709,2807905,2807901,15,002-005,10.926
3456598,20200709,2807905,2807901,16,002-005,4.34
3456599,20200709,2807905,2807901,18,002-005,4.943
3456600,20200709,2807905,2807901,19,002-005,14.039
3456601,20200709,2807905,2807901,20,002-005,4.482
3456602,20200709,2807905,2807901,22,005-010,16.172
3456603,20200709,2807905,2807901,9,002-005,6.344
3456604,20200709,2807905,2807901,13,002-005,4.706
3456605,20200709,2807905,2807901,12,005-010,6.923
3456606,20200709,2807905,2807901,20,005-010,3.861
3456607,20200709,2807905,2807901,17,005-010,4.507
3456608,20200709,2807905,2807901,10,002-005,6.777
3456609,20200709,2807905,2807901,11,002-005,7.393
3456610,20200709,2807905,2807901,12,002-005,6.777
3456611,20200709,2807905,2807901,15,002-005,6.777
3456612,20200709,2807905,2807901,17,002-005,6.777
3456613,20200709,2807905,2807901,19,005-010,6.76
3456614,20200709,2807905,2807901,21,005-010,6.76
3456615,20200709,2807905,2807901,16,005-010,13.978
3456616,20200709,2807905,2807901,15,005-010,8.545
3456617,20200709,2807905,2807901,0,002-005,32.795
3456618,20200709,2807905,2807901,0,005-010,29.508
3456619,20200709,2807905,2807901,1,002-005,41.111
3456620,20200709,2807905,2807901,1,005-010,5.964
3456621,20200709,2807905,2807901,2,002-005,46.051
3456622,20200709,2807905,2807901,2,005-010,16.868
3456623,20200709,2807905,2807901,3,002-005,5.532
3456624,20200709,2807905,2807901,4,002-005,12.655
3456625,20200709,2807905,2807901,5,002-005,5.803
3456626,20200709,2807905,2807901,5,005-010,10.886
3456627,20200709,2807905,2807901,6,002-005,31.029
3456628,20200709,2807905,2807901,6,005-010,11.435
3456629,20200709,2807905,2807901,7,002-005,39.602
3456630,20200709,2807905,2807901,7,005-010,62.362
3456631,20200709,2807905,2807901,8,002-005,151.825
3456632,20200709,2807905,2807901,8,005-010,34.849
3456633,20200709,2807905,2807901,9,002-005,134.018
3456634,20200709,2807905,2807901,9,005-010,95.078
3456635,20200709,2807905,2807901,10,002-005,150.444
3456636,20200709,2807905,2807901,10,005-010,96.904
3456637,20200709,2807905,2807901,11,002-005,200.839
3456638,20200709,2807905,2807901,11,005-010,63.346
3456640,20200709,2807905,2807901,12,002-005,197.136
3456641,20200709,2807905,2807901,12,005-010,142.338
3456643,20200709,2807905,2807901,13,002-005,207.694
3456644,20200709,2807905,2807901,13,005-010,70.904
3456646,20200709,2807905,2807901,14,002-005,213.682
3456647,20200709,2807905,2807901,14,005-010,104.863
3456648,20200709,2807905,2807901,15,002-005,159.162
3456649,20200709,2807905,2807901,15,005-010,72.253
3456650,20200709,2807905,2807901,16,002-005,142.228
3456651,20200709,2807905,2807901,16,005-010,105.985
3456652,20200709,2807905,2807901,17,002-005,175.857
3456653,20200709,2807905,2807901,17,005-010,88.326
3456654,20200709,2807905,2807901,18,002-005,226.326
3456655,20200709,2807905,2807901,18,005-010,146.275
3456657,20200709,2807905,2807901,19,002-005,118.669
3456658,20200709,2807905,2807901,19,005-010,159.009
3456659,20200709,2807905,2807901,20,002-005,146.904
3456660,20200709,2807905,2807901,20,005-010,128.137
3456661,20200709,2807905,2807901,21,002-005,181.893
3456662,20200709,2807905,2807901,21,005-010,55.27
3456663,20200709,2807905,2807901,22,002-005,80.994
3456664,20200709,2807905,2807901,22,005-010,41.439
3456665,20200709,2807905,2807901,23,002-005,68.236
3456666,20200709,2807905,2807901,23,005-010,33.616
3456667,20200709,2807905,2807901,10,005-010,4.629
3456668,20200709,2807905,2807901,11,002-005,4.433
3456669,20200709,2807905,2807901,14,002-005,4.698
3456670,20200709,2807905,2807901,19,002-005,4.317
3456671,20200709,2807905,2807901,22,005-010,4.462
3456672,20200709,2807905,2807901,13,002-005,7.888
3456673,20200709,2807905,2807901,21,002-005,8.378
3456674,20200709,2807905,2807901,0,002-005,6.29
3456675,20200709,2807905,2807901,22,005-010,6.998
3456676,20200709,2807905,2807901,10,002-005,7.847
3456677,20200709,2807905,2807901,14,005-010,5.774
3456678,20200709,2807905,2807901,5,002-005,3.076
3456679,20200709,2807905,2807901,9,002-005,4.418
3456680,20200709,2807905,2807901,9,005-010,3.882
3456681,20200709,2807905,2807901,11,005-010,4.223
3456682,20200709,2807905,2807901,16,002-005,7.34
3456683,20200709,2807905,2807901,19,005-010,6.021
3456684,20200709,2807905,2807901,20,005-010,3.076
3456685,20200709,2807905,2807901,14,002-005,5.116
3456686,20200709,2807905,2807901,1,005-010,5.045
3456687,20200709,2807905,2807901,22,002-005,5.495
3456688,20200709,2807905,2807901,0,002-005,4.861
3456689,20200709,2807905,2807901,4,002-005,5.532
3456690,20200709,2807905,2807901,5,005-010,5.532
3456691,20200709,2807905,2807901,6,002-005,5.925
3456692,20200709,2807905,2807901,7,002-005,21.127
3456693,20200709,2807905,2807901,7,005-010,18.788
3456694,20200709,2807905,2807901,8,002-005,35.104
3456695,20200709,2807905,2807901,8,005-010,25.253
3456696,20200709,2807905,2807901,9,002-005,11.619
3456697,20200709,2807905,2807901,9,005-010,17.434
3456698,20200709,2807905,2807901,10,002-005,20.71
3456699,20200709,2807905,2807901,10,005-010,12.524
3456700,20200709,2807905,2807901,11,002-005,25.445
3456701,20200709,2807905,2807901,11,005-010,12.202
3456702,20200709,2807905,2807901,12,002-005,27.725
3456703,20200709,2807905,2807901,12,005-010,6.56
3456704,20200709,2807905,2807901,13,002-005,10.596
3456705,20200709,2807905,2807901,13,005-010,4.861
3456706,20200709,2807905,2807901,14,002-005,12.87
3456707,20200709,2807905,2807901,15,005-010,5.735
3456708,20200709,2807905,2807901,16,002-005,24.952
3456709,20200709,2807905,2807901,17,002-005,5.532
3456710,20200709,2807905,2807901,17,005-010,5.964
3456711,20200709,2807905,2807901,18,002-005,11.096
3456712,20200709,2807905,2807901,20,002-005,14.583
3456713,20200709,2807905,2807901,16,002-005,4.307
3456714,20200709,2807905,2807901,0,002-005,4.861
3456715,20200709,2807905,2807901,0,005-010,4.861
3456716,20200709,2807905,2807901,2,002-005,4.861
3456717,20200709,2807905,2807901,8,002-005,4.861
3456718,20200709,2807905,2807901,8,005-010,4.861
3456719,20200709,2807905,2807901,9,002-005,4.861
3456720,20200709,2807905,2807901,10,005-010,4.861
3456721,20200709,2807905,2807901,11,002-005,9.722
3456722,20200709,2807905,2807901,11,005-010,4.861
3456723,20200709,2807905,2807901,12,002-005,4.861
3456724,20200709,2807905,2807901,12,005-010,4.861
3456726,20200709,2807905,2807901,13,002-005,43.747
3456727,20200709,2807905,2807901,13,005-010,4.861
3456728,20200709,2807905,2807901,14,002-005,63.191
3456729,20200709,2807905,2807901,14,005-010,14.582
3456730,20200709,2807905,2807901,15,002-005,24.304
3456731,20200709,2807905,2807901,15,005-010,38.886
3456732,20200709,2807905,2807901,16,002-005,19.444
3456733,20200709,2807905,2807901,16,005-010,19.444
3456734,20200709,2807905,2807901,17,002-005,34.025
3456735,20200709,2807905,2807901,17,005-010,29.165
3456736,20200709,2807905,2807901,18,002-005,34.026
3456737,20200709,2807905,2807901,18,005-010,9.722
3456738,20200709,2807905,2807901,19,002-005,38.886
3456739,20200709,2807905,2807901,19,005-010,14.583
3456740,20200709,2807905,2807901,20,002-005,19.444
3456741,20200709,2807905,2807901,20,005-010,4.861
3456742,20200709,2807905,2807901,21,002-005,9.722
3456743,20200709,2807905,2807901,21,005-010,4.861
3456744,20200709,2807905,2807901,22,002-005,29.165
3456745,20200709,2807905,2807901,22,005-010,9.722
3456746,20200709,2807905,2807901,23,002-005,4.861
3456747,20200709,2807905,2807901,1,002-005,4.796
3456748,20200709,2807905,2807901,1,005-010,9.721
3456749,20200709,2807905,2807901,3,002-005,5.532
3456750,20200709,2807905,2807901,4,005-010,4.861
3456751,20200709,2807905,2807901,7,002-005,9.503
3456752,20200709,2807905,2807901,7,005-010,4.725
3456753,20200709,2807905,2807901,8,002-005,27.772
3456754,20200709,2807905,2807901,9,002-005,27.593
3456755,20200709,2807905,2807901,9,005-010,6.398
3456756,20200709,2807905,2807901,10,002-005,51.74
3456757,20200709,2807905,2807901,10,005-010,4.556
3456758,20200709,2807905,2807901,11,002-005,16.535
3456760,20200709,2807905,2807901,12,002-005,34.198
3456761,20200709,2807905,2807901,12,005-010,6.3
3456763,20200709,2807905,2807901,13,002-005,107.328
3456764,20200709,2807905,2807901,13,005-010,53.132
3456765,20200709,2807905,2807901,14,002-005,66.902
3456766,20200709,2807905,2807901,14,005-010,25.402
3456768,20200709,2807905,2807901,15,002-005,75.88
3456769,20200709,2807905,2807901,15,005-010,25.028
3456770,20200709,2807905,2807901,16,002-005,33.522
3456771,20200709,2807905,2807901,16,005-010,28.343
3456773,20200709,2807905,2807901,17,002-005,40.379
3456774,20200709,2807905,2807901,17,005-010,29.644
3456775,20200709,2807905,2807901,18,002-005,93.207
3456776,20200709,2807905,2807901,18,005-010,42.12
3456777,20200709,2807905,2807901,19,002-005,50.868
3456778,20200709,2807905,2807901,19,005-010,35.534
3456780,20200709,2807905,2807901,20,002-005,87.762
3456781,20200709,2807905,2807901,20,005-010,23.947
3456782,20200709,2807905,2807901,21,002-005,16.797
3456783,20200709,2807905,2807901,21,005-010,5.803
3456784,20200709,2807905,2807901,22,002-005,10.393
3456785,20200709,2807905,2807901,19,002-005,3.89
3538933,20200710,2807905,2807901,0,002-005,11.24
3538934,20200710,2807905,2807901,0,005-010,5.62
3538935,20200710,2807905,2807901,2,002-005,16.86
3538936,20200710,2807905,2807901,3,002-005,5.62
3538937,20200710,2807905,2807901,4,002-005,39.34
3538938,20200710,2807905,2807901,5,002-005,50.581
3538939,20200710,2807905,2807901,5,005-010,5.62
3538940,20200710,2807905,2807901,6,002-005,95.541
3538941,20200710,2807905,2807901,6,005-010,28.1
3538942,20200710,2807905,2807901,7,002-005,106.782
3538943,20200710,2807905,2807901,7,005-010,28.1
3538944,20200710,2807905,2807901,8,002-005,95.541
3538945,20200710,2807905,2807901,8,005-010,11.24
3538946,20200710,2807905,2807901,9,002-005,123.64
3538947,20200710,2807905,2807901,9,005-010,56.2
3538948,20200710,2807905,2807901,10,002-005,39.34
3538949,20200710,2807905,2807901,10,005-010,39.34
3538950,20200710,2807905,2807901,11,002-005,112.401
3538951,20200710,2807905,2807901,11,005-010,11.24
3538952,20200710,2807905,2807901,12,002-005,89.92
3538953,20200710,2807905,2807901,12,005-010,16.86
3538954,20200710,2807905,2807901,13,002-005,123.64
3538955,20200710,2807905,2807901,13,005-010,16.86
3538956,20200710,2807905,2807901,14,002-005,61.82
3538957,20200710,2807905,2807901,14,005-010,16.86
3538958,20200710,2807905,2807901,15,002-005,78.68
3538959,20200710,2807905,2807901,15,005-010,28.1
3538960,20200710,2807905,2807901,16,002-005,118.021
3538961,20200710,2807905,2807901,16,005-010,56.201
3538962,20200710,2807905,2807901,17,002-005,112.4
3538963,20200710,2807905,2807901,17,005-010,16.86
3538965,20200710,2807905,2807901,18,002-005,106.78
3538966,20200710,2807905,2807901,18,005-010,67.441
3538967,20200710,2807905,2807901,19,002-005,168.602
3538968,20200710,2807905,2807901,19,005-010,61.82
3538970,20200710,2807905,2807901,20,002-005,196.701
3538971,20200710,2807905,2807901,20,005-010,61.82
3538972,20200710,2807905,2807901,21,002-005,129.262
3538973,20200710,2807905,2807901,21,005-010,33.72
3538974,20200710,2807905,2807901,22,002-005,67.44
3538975,20200710,2807905,2807901,22,005-010,16.86
3538976,20200710,2807905,2807901,23,002-005,33.72
3538977,20200710,2807905,2807901,23,005-010,22.48
3538978,20200710,2807905,2807901,3,002-005,5.62
3538979,20200710,2807905,2807901,5,002-005,11.24
3538980,20200710,2807905,2807901,5,005-010,5.62
3538981,20200710,2807905,2807901,6,002-005,22.48
3538982,20200710,2807905,2807901,7,002-005,33.72
3538983,20200710,2807905,2807901,8,002-005,44.96
3538984,20200710,2807905,2807901,8,005-010,28.1
3538985,20200710,2807905,2807901,9,002-005,11.24
3538986,20200710,2807905,2807901,9,005-010,16.86
3538987,20200710,2807905,2807901,10,002-005,5.62
3538988,20200710,2807905,2807901,11,002-005,11.24
3538989,20200710,2807905,2807901,11,005-010,5.62
3538990,20200710,2807905,2807901,12,002-005,11.24
3538991,20200710,2807905,2807901,14,002-005,5.62
3538992,20200710,2807905,2807901,14,005-010,11.24
3538993,20200710,2807905,2807901,15,002-005,11.24
3538994,20200710,2807905,2807901,16,002-005,5.62
3538995,20200710,2807905,2807901,16,005-010,5.62
3538996,20200710,2807905,2807901,17,002-005,5.62
3538997,20200710,2807905,2807901,18,002-005,5.62
3538998,20200710,2807905,2807901,18,005-010,11.24
3538999,20200710,2807905,2807901,0,002-005,63.96
3539000,20200710,2807905,2807901,0,005-010,19.68
3539002,20200710,2807905,2807901,1,002-005,19.68
3539003,20200710,2807905,2807901,1,005-010,24.6
3539005,20200710,2807905,2807901,2,002-005,14.76
3539006,20200710,2807905,2807901,2,005-010,9.84
3539007,20200710,2807905,2807901,3,002-005,4.92
3539008,20200710,2807905,2807901,4,002-005,4.92
3539009,20200710,2807905,2807901,4,005-010,14.76
3539010,20200710,2807905,2807901,5,002-005,4.92
3539011,20200710,2807905,2807901,5,005-010,4.92
3539012,20200710,2807905,2807901,6,002-005,4.92
3539013,20200710,2807905,2807901,6,005-010,4.92
3539014,20200710,2807905,2807901,7,002-005,4.92
3539015,20200710,2807905,2807901,7,005-010,4.92
3539016,20200710,2807905,2807901,8,002-005,19.68
